,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
3093,3,Portsmouthtraps Street,Marie,Wood,16,Daughter,NA,Female,Student,None,NA
3094,3,Portsmouthtraps Street,Ashleigh,Wood,12,Daughter,NA,Female,Student,None,NA
3095,4,Portsmouthtraps Street,Carolyn,Shah,20,Head,Single,Female,University Student,None,Methodist
3096,4,Portsmouthtraps Street,Rachel,Marshall,19,None,Single,Female,University Student,None,None
3097,4,Portsmouthtraps Street,Brenda,Humphreys,21,None,Single,Female,University Student,None,None
3098,4,Portsmouthtraps Street,Connor,James,19,None,Single,Male,University Student,None,None
3099,4,Portsmouthtraps Street,Leanne,Chapman,18,None,Single,Female,University Student,None,Methodist
3100,4,Portsmouthtraps Street,Jay,Price,18,None,Single,Male,University Student,None,None
3101,4,Portsmouthtraps Street,Oliver,Sanderson,21,None,Single,Male,University Student,None,Catholic
3102,4,Portsmouthtraps Street,Danny,Watkins,20,None,Single,Male,University Student,None,Christian
3103,4,Portsmouthtraps Street,Louis,Wilson,19,None,Single,Male,University Student,None,NA
3104,4,Portsmouthtraps Street,Leigh,Murphy,18,None,Single,Male,University Student,None,Catholic
3105,4,Portsmouthtraps Street,Francesca,Wilson,25,None,Single,Female,PhD Student,None,Christian
3106,4,Portsmouthtraps Street,Rosemary,Butler,21,None,Single,Female,University Student,None,None
3107,5,Portsmouthtraps Street,Alan,Naylor,75,Head,Married,Male,Retired Ophthalmologist,None,Christian
3108,5,Portsmouthtraps Street,Kate,Brown,71,Wife,Married,Female,Retired Oceanographer,None,Christian
3109,5,Portsmouthtraps Street,Megan,Smith,37,None,Married,Female,Banker,None,Catholic
3110,5,Portsmouthtraps Street,Kieran,Smith,39,None,Married,Male,Sub,None,None
3111,5,Portsmouthtraps Street,Kate,Smith,7,None,NA,Female,Student,None,NA
3112,6,Portsmouthtraps Street,Jay,Wells,46,Head,Married,Male,Diagnostic radiographer,None,Catholic
3113,6,Portsmouthtraps Street,Cheryl,Wells,46,Wife,Married,Female,Magazine journalist,None,Catholic
3114,6,Portsmouthtraps Street,Glen,Wells,16,Son,NA,Male,Student,None,NA
3115,6,Portsmouthtraps Street,Jay,Wells,12,Son,NA,Male,Student,None,NA
3116,6,Portsmouthtraps Street,Leslie,Wells,9,Son,NA,Male,Student,None,NA
3117,6,Portsmouthtraps Street,Bruce,Wells,6,Son,NA,Male,Student,None,NA
3118,6,Portsmouthtraps Street,Sharon,Wells,5,Daughter,NA,Female,Student,None,NA
3119,6,Portsmouthtraps Street,Katherine,Wells,3,Daughter,NA,Female,Child,None,NA
3120,6,Portsmouthtraps Street,Debra,Clark,28,Lodger,Single,Female,Early years teacher,None,None
3121,6,Portsmouthtraps Street,Sam,Cooper,53,Lodger,Single,Male,Community development worker,None,Christian
3122,7,Portsmouthtraps Street,Lauren,Khan,40,Head,Divorced,Female,"Programmer, multimedia",None,None
3123,7,Portsmouthtraps Street,Frederick,Khan,3,Son,NA,Male,Child,None,NA
3124,7,Portsmouthtraps Street,Ashleigh,Khan,3,Daughter,NA,Female,Child,None,NA
3125,7,Portsmouthtraps Street,Bethany,Phillips,37,Lodger,Single,Female,Operations geologist,None,Christian
3126,7,Portsmouthtraps Street,Rita,Nolan,61,Lodger,Single,Female,Chartered certified accountant,None,Christian
3127,8,Portsmouthtraps Street,Hayley,King,40,Head,Single,Female,"Accountant, chartered certified",None,Catholic
3128,8,Portsmouthtraps Street,Ronald,Jones,42,Partner,Single,Male,Civil Service administrator,None,None
3129,8,Portsmouthtraps Street,Brian,King,12,Son,NA,Male,Student,None,NA
3130,8,Portsmouthtraps Street,Megan,King,12,Daughter,NA,F,Student,None,NA
3131,8,Portsmouthtraps Street,Nathan,Murray-King,8,Son,NA,Male,Student,None,NA
3132,1,Lovecross Lane,Phillip,Collins,29,Head,Married,Male,"Chemist, analytical",None,None
3133,1,Lovecross Lane,Kirsty,Collins,27,Wife,Married,Female,Unemployed, ,None
3134,2,Lovecross Lane,Kelly,Parker,44,Head,Married,Female,Unemployed,None,Christian
3135,2,Lovecross Lane,Ryan,Parker,47,Husband,Married,Male,Unemployed,None,Christian
3136,3,Lovecross Lane,Hollie,Booth,31,Head,Single,Female,"Conservation officer, historic buildings",None,None
3137,3,Lovecross Lane,Wayne,Booth,15,Son,NA,Male,Student,None,NA
3138,4,Lovecross Lane,Karl,Edwards,41,Head,Single,Male,Corporate investment banker,None,None
3139,5,Lovecross Lane,Hayley,Turner,39,Head,Married,Female,Hydrogeologist,None,Catholic
3140,5,Lovecross Lane,Jason,Turner,43,Husband,Married,Male,Television production assistant,None,Catholic
3141,6,Lovecross Lane,Ann,Young,75,Head,Married,Female,"Retired Production designer, theatre/television/film",None,Christian
3142,6,Lovecross Lane,David,Young,75,Husband,Married,Male,Retired Armed forces technical officer,None,Christian
3143,7,Lovecross Lane,Andrew,Clements,62,Head,Married,Male,Unemployed,None,Christian
3144,7,Lovecross Lane,Leah,Clements,59,Wife,Married,Female,"Engineer, energy",None,Christian
3145,8,Lovecross Lane,Frances,Price,87,Head,Married,Female,Retired Human resources officer,None,None
3146,8,Lovecross Lane,Frederick,Price,90,Husband,Married,Male,Retired Horticultural therapist,None,None
3147,9,Lovecross Lane,Simon,Storey,70,Head,Married,M,"Retired Psychologist, occupational",None,Christian
3148,9,Lovecross Lane,Nicola,Storey,65,Wife,Married,Female,Nature conservation officer,None,Christian
3149,10,Lovecross Lane,Geraldine,Ward,84,Head,Married,Female,"Retired Conservation officer, nature",None,Christian
3150,10,Lovecross Lane,Cameron,Ward,86,Husband,Married,Male,"Retired Therapist, speech and language",None,None
3151,11,Lovecross Lane,Amanda,Pratt,58,Head,Single,Female,Research scientist (medical),None,Christian
3152,11,Lovecross Lane,Shane,Pratt,24,Son,Single,Male,Insurance risk surveyor,None,None
3153,12,Lovecross Lane,Darren,Hancock,73,Head,Married,Male,"Retired Pharmacist, community",None,Christian
3154,12,Lovecross Lane,Nicole,Hancock,67,Wife,Married,Female,Water engineer,None,Christian
3155,13,Lovecross Lane,Gail,North,39,Head,Single,Female,Unemployed,None,None
3156,13,Lovecross Lane,Gillian,North,15,Daughter,NA,Female,Student,None,NA
3157,14,Lovecross Lane,Lesley,Hawkins,52,Head,Divorced,Female,Unemployed,None,Catholic
3158,14,Lovecross Lane,Alan,Hawkins,5,Son,NA,Male,Student,None,NA
3159,15,Lovecross Lane,Joan,Smith,44,Head,Married,Female,Unemployed,None,None
3160,15,Lovecross Lane,Albert,Smith,43,Husband,Married,Male,Podiatrist,None,None
3161,15,Lovecross Lane,Brandon,Smith,17,Son,NA,Male,Student,None,NA
3162,16,Lovecross Lane,Christian,Anderson,53,Head,Single,Male,"Civil engineer, consulting",None,Christian
3163,16,Lovecross Lane,Keith,Mitchell,55,None,Single,male,Armed forces technical officer,None,Christian
3164,16,Lovecross Lane,Rhys,Rhodes,49,None,Single,Male,Podiatrist,None,None
3165,17,Lovecross Lane,Vanessa,Sullivan,47,Head,Married,Female,Television/film/video producer,None,None
3166,17,Lovecross Lane,Barry,Sullivan,53,Husband,Married,Male,Investment analyst,None,None
3167,17,Lovecross Lane,Bruce,Sullivan,9,Son,NA,Male,Student,None,NA
3168,18,Lovecross Lane,Leah,Roberts,25,Head,Single,Female,Charity fundraiser,None,None
3169,18,Lovecross Lane,Terence,Carey,32,None,Single,Male,Furniture designer,None,None
3170,18,Lovecross Lane,Bradley,Roberts,48,None,Single,Male,Unemployed,None,Christian
3171,1,Manor Plain,Louise,Sutton,76,Head,Married,Female,Retired Insurance risk surveyor,None,Christian
3172,1,Manor Plain,Justin,Sutton,77,Husband,Married,Male,Retired Audiological scientist,None,None
3173,1,Manor Plain,Ruth,Sutton,17,Granddaughter,NA,Female,Student,None,NA
3174,1,Manor Plain,Jacob,Parkes,17,Grandson,NA,Male,Student,None,NA
3175,1,Manor Plain,Paige,Price,16,Granddaughter,NA,Female,Student,None,NA
3176,1,Manor Plain,Francis,Rowe-Price,16,Grandson,NA,Male,Student,None,NA
3177,1,Manor Plain,Danielle,Rowe-Price,8,Granddaughter,NA,Female,Student,Deaf,NA
3178,1,Manor Plain,Max,Shaw,3,Grandson,NA,Male,Child,None,NA
3179,1,Manor Plain,Justin,Yates,1,Grandson,NA,Male,Child,None,NA
3180,1,Manor Plain,Henry,Yates,0,Grandson,NA,Male,Child,None,NA
3181,1,Manor Plain,Patrick,Ward,36,Visitor,Single,Male,Quarry manager,None,Catholic
3182,1,Manor Plain,Yvonne,Tomlinson,63,Lodger,Divorced,Female,Amenity horticulturist,None,Methodist
3183,1,Manor Plain,Harriet,Richards,59,Lodger,Single,Female,"Chemist, analytical",None,Christian
3184,1,Manor Plain,Tracey,Smith,61,Lodger,Single,Female,Unemployed,None,Christian
3185,2,Manor Plain,Ellie,Alexander,56,Head,Married,Female,Oceanographer,None,Muslim
3186,2,Manor Plain,Martin,Alexander,55,Husband,Married,Male,"Therapist, speech and language",None,Muslim
3187,2,Manor Plain,Emily,Alexander,23,Daughter,Divorced,Female,Special effects artist,None,Muslim
3188,2,Manor Plain,Gerald,Alexander,16,Son,NA,Male,Student,None,NA
3189,2,Manor Plain,Sara,Alexander,15,Daughter,NA,Female,Student,None,NA
3190,3,Manor Plain,Deborah,Swift,39,Head,Single,Female,Forest/woodland manager,None,None
3191,3,Manor Plain,Roy,Coleman,46,Partner,Single,Male,Chiropodist,None,None
3192,3,Manor Plain,Melissa,Swift,18,Daughter,Single,Female,Student,None,None
3193,3,Manor Plain,Josephine,Swift,14,Daughter,NA,Female,Student,None,NA
3194,3,Manor Plain,Sally,Swift,13,Daughter,NA,Female,Student,None,NA
3195,4,Manor Plain,Karen,Hughes,65,Head,Widowed,Female,Purchasing manager,None,Christian
3196,4,Manor Plain,Scott,Hughes,40,Son,Single,Male,"Surveyor, mining",None,Christian
3197,4,Manor Plain,Malcolm,Hughes,36,Son,Single,Male,"Research officer, government",None,None
3198,4,Manor Plain,Nicholas,Hughes,32,Son,Single,Male,Unemployed,None,None
3199,4,Manor Plain,Gary,Hughes,31,Son,Divorced,Male,Tourist information centre manager,None,Christian
3200,5,Manor Plain,Gail,Wilson,33,Head,Single,Female,"Teacher, special educational needs",None,Sikh
3201,5,Manor Plain,Charlotte,Smith,10,Daughter,NA,Female,Student,None,NA
3202,5,Manor Plain,Debra,Smith,10,Daughter,NA,Female,Student,None,NA
3203,5,Manor Plain,Rosemary,Smith,10,Daughter,NA,Female,Student,None,NA
3204,5,Manor Plain,Ian,Smith,8,Son,NA,Male,Student,None,NA
3205,5,Manor Plain,Carl,Smith,5,Son,NA,Male,Student,None,NA
3206,5,Manor Plain,Lynda,Smith,5,Daughter,NA,Female,Student,None,NA
3207,5,Manor Plain,Elliott,Smith,5,Son,NA,Male,Student,None,NA
3208,5,Manor Plain,Annette,Smith,2,Daughter,NA,Female,Child,None,NA
3209,5,Manor Plain,Marilyn,Smith,1,Daughter,NA,Female,Child,None,NA
3210,5,Manor Plain,Bernard,Carey,64,Sibling,Single,Male,Textile designer,None,None
3211,5,Manor Plain,Barbara,Palmer,44,Lodger,Single,Female,Facilities manager,None,Christian
3212,5,Manor Plain,Kate,Parker,56,Lodger,Single,Female,"Engineer, technical sales",None,Methodist
3213,5,Manor Plain,Charlie,Coates,32,Lodger,Single,Male,"Accountant, chartered public finance",None,Muslim
3214,5,Manor Plain,Keith,Wilkinson,33,Lodger,Single,Male,"Conservation officer, nature",None,None
3215,6,Manor Plain,Claire,Bradley,56,Head,Single,Female,"Loss adjuster, chartered",None,Methodist
3216,6,Manor Plain,Emily,Bradley,22,Daughter,Single,Female,University Student,None,None
3217,6,Manor Plain,Alan,Bradley,15,Son,NA,Male,Student,None,NA
3218,6,Manor Plain,Mandy,Bradley,11,Daughter,NA,Female,Student,None,NA
3219,6,Manor Plain,Barry,Bradley,7,Son,NA,Male,Student,None,NA
3220,7,Manor Plain,Karen,Jackson,25,Head,Married,Female,Chief Strategy Officer,None,Christian
3221,7,Manor Plain,Abdul,Jackson,28,Husband,Married,Male,Commercial horticulturist,None,None
3222,7,Manor Plain,Geoffrey,Jackson,2,Son,NA,Male,Child,None,NA
3223,7,Manor Plain,Michelle,Roberts,27,Lodger,Single,Female,Museum/gallery exhibitions officer,None,Muslim
3224,7,Manor Plain,Elliott,Hughes,36,Lodger,Divorced,Male,Theme park manager,None,Catholic
3225,7,Manor Plain,Jade,Rose,45,Lodger,Divorced,Female,Catering manager,None,Catholic
3226,7,Manor Plain,Sylvia,Elliott,64,Lodger,Single,Female,Unemployed,None,Christian
3227,7,Manor Plain,Bethan,Little,23,Lodger,Divorced,Female,Chief Technology Officer,None,Christian
3228,8,Manor Plain,Anne,Robinson,52,Head,Married,Female,Hospital doctor,None,Methodist
3229,8,Manor Plain,Philip,Robinson,57,Husband,Married,Male,Facilities manager,None,Methodist
3230,8,Manor Plain,Declan,Robinson,22,Son,Divorced,Male,Technical sales engineer,None,None
3231,8,Manor Plain,Mitchell,Robinson,14,Son,NA,Male,Student,None,NA
3232,8,Manor Plain,Carolyn,Robinson,12,Daughter,NA,Female,Student,None,NA
3233,9,Manor Plain,Marilyn,Chambers,44,Head,Married,Female,Primary school teacher,None,Methodist
3234,9,Manor Plain,Dean,Chambers,54,Husband,Married,Male,Petroleum engineer,None,Methodist
3235,9,Manor Plain,Lewis,Chambers,14,Adopted Son,NA,Male,Student,None,NA
3236,9,Manor Plain,Max,Chambers,10,Son,NA,Male,Student,None,NA
3237,9,Manor Plain,Clifford,Chambers,7,Son,NA,M,Student,None,NA
3238,9,Manor Plain,Victoria,Chambers,3,Daughter,NA,Female,Child,None,NA
3239,9,Manor Plain,Aimee,Chambers,1,Daughter,NA,Female,Child,None,NA
3240,9,Manor Plain,Henry,Chambers,0,Son,NA,Male,Child,None,NA
3241,1,Templeshy Street,Graeme,Reynolds,44,Head,Single,Male,"Production designer, theatre/television/film",None,None
3242,1,Templeshy Street,Helen,Jones,12,Step-Daughter,NA,f,Student,None,NA
3243,2,Templeshy Street,Lynda,Jackson,40,Head,Single,Female,Financial adviser,None,Catholic
3244,2,Templeshy Street,Danny,Hall,62,None,Single,Male,Ophthalmologist,None,Methodist
3245,2,Templeshy Street,Yvonne,Thomson,32,None,Single,Female,Optometrist,None,None
3246,2,Templeshy Street,Beverley,Davidson,46,None,Single,Female,Hotel manager,None,Christian
3247,3,Templeshy Street,Melanie,Carroll,56,Head,Married,Female,Museum/gallery conservator,None,Methodist
3248,3,Templeshy Street,Eric,Carroll,58,Husband,Married,Male,"Geologist, wellsite",None,Methodist
3249,3,Templeshy Street,Lucy,Carroll,42,Daughter,Single,Female,Herpetologist,None,Methodist
3250,3,Templeshy Street,Luke,Carroll,39,Son,Single,Male,Probation officer,None,Methodist
3251,4,Templeshy Street,Dorothy,Payne,71,Head,Single,Female,Retired Learning mentor,None,Christian
3252,4,Templeshy Street,Kerry,Payne,40,Daughter,Single,Female,Professor Emeritus,None,None
3253,5,Templeshy Street,Jay,Carroll,60,Head,Married,M,Police officer,None,None
3254,5,Templeshy Street,Andrea,Carroll,65,Wife,Married,Female,"Lecturer, higher education",None,None
3255,5,Templeshy Street,Frederick,Carroll,25,Son,Single,Male,Unemployed,None,None
3256,6,Templeshy Street,Helen,Parker,18,Head,Widowed,Female,Student,None,NA
3257,7,Templeshy Street,Zoe,Andrews,48,Head,Single,Female,Museum/gallery exhibitions officer,None,Christian
3258,7,Templeshy Street,Bryan,Andrews,19,Son,Divorced,Male,University Student,None,Christian
3259,7,Templeshy Street,Stacey,Andrews,18,Daughter,Single,Female,Student,None,Christian
3260,7,Templeshy Street,Katie,Andrews,15,Daughter,NA,Female,Student,None,NA
3261,7,Templeshy Street,Stephanie,Andrews,11,Daughter,NA,Female,Student,None,NA
3262,8,Templeshy Street,Wendy,Smith,46,Head,Married,Female,Unemployed,None,Christian
3263,8,Templeshy Street,Gregory,Smith,48,Husband,Married,Male,Technical sales engineer,None,Christian
3264,8,Templeshy Street,Lindsey,Smith,9,Daughter,NA,Female,Student,None,NA
3265,9,Templeshy Street,Cameron,Pugh,22,Head,Single,Male,University Student,None,Christian
3266,9,Templeshy Street,Sally,Phillips,56,None,Single,Female,"Lecturer, higher education",None,Catholic
3267,9,Templeshy Street,Danielle,Duncan,58,None,Single,Female,"Therapist, sports",None,None
3268,9,Templeshy Street,Damien,Oliver,24,None,Single,Male,"Buyer, industrial",None,None
3269,10,Templeshy Street,Norman,Lynch,42,Head,Married,Male,Agricultural engineer,None,Catholic
3270,10,Templeshy Street,Claire,Lynch,40,Wife,Married,Female,Town planner,None,Catholic
3271,10,Templeshy Street,Jean,Lynch,10,Daughter,NA,Female,Student,None,NA
3272,11,Templeshy Street,Alice,Griffiths,49,Head,Divorced,Female,Gaffer,None,None
3273,11,Templeshy Street,Olivia,Griffiths,24,Daughter,Single,Female,Proofreader,None,None
3274,11,Templeshy Street,Geoffrey,Griffiths,22,Son,Divorced,Male,University Student,None,None
3275,12,Templeshy Street,James,Stevens,29,Head,Married,Male,Make,None,Methodist
3276,12,Templeshy Street,Alice,Stevens,28,Wife,Married,Female,Audiological scientist,None,None
3277,13,Templeshy Street,Jade,Matthews,85,Head,Widowed,Female,"Retired Chemist, analytical",None,Christian
3278,14,Templeshy Street,Dylan,Wilson,81,Head,Widowed,Male,Retired Sports therapist,None,Christian
3279,15,Templeshy Street,Ruth,Ford,41,Head,Single,Female,Geographical information systems officer,None,Christian
3280,15,Templeshy Street,Francis,Lucas,42,Partner,Single,Male,Adult guidance worker,None,Christian
3281,15,Templeshy Street,Abigail,Ford,17,Daughter,NA,Female,Student,None,NA
3282,15,Templeshy Street,Michael,Ford,14,Son,NA,Male,Student,None,NA
3283,16,Templeshy Street,Tina,Hart,80,Head,Widowed,Female,Retired Research scientist (medical),None,Christian
3284,17,Templeshy Street,Hannah,Burton,66,Head,Widowed,Female,Landscape architect,None,Catholic
3285,17,Templeshy Street,Kate,Burton,35,Daughter,Single,Female,Analytical chemist,None,Catholic
3286,18,Templeshy Street,Gary,Sharpe,44,Head,Single,Male,Theatre manager,None,None
3287,18,Templeshy Street,Abbie,Robinson,40,Partner,Single,Female,Solicitor,None,None
3288,19,Templeshy Street,Bryan,O'Brien,70,Head,Widowed,Male,"Retired Buyer, retail",None,None
3289,20,Templeshy Street,Christine,Elliott,26,Head,Single,Female,Unemployed,None,Sikh
3290,20,Templeshy Street,Norman,Elliott,9,Son,NA,Male,Student,None,NA
3291,21,Templeshy Street,Barry,Warren,68,Head,Widowed,Male,Retired Museum education officer, ,None
3292,21,Templeshy Street,Melanie,Warren,34,Daughter,Single,Female,Insurance broker,None,None
3293,21,Templeshy Street,Gerard,Warren,32,Son,Single,Male,Retail banker,None,None
3294,21,Templeshy Street,Leah,Warren,30,Daughter,Single,Female,Sports therapist,None,None
3295,21,Templeshy Street,Francis,Warren,29,Son,Single,Male,Animal technologist,None,None
3296,22,Templeshy Street,Frances,Murphy,44,Head,Single,Female,Tree surgeon,None,None
3297,22,Templeshy Street,Shaun,Spencer,44,Partner,Single,Male,Futures trader,None,None
3298,22,Templeshy Street,Jade,Murphy,14,Daughter,NA,Female,Student,None,NA
3299,23,Templeshy Street,Kate,Evans,38,Head,Married,Female,Financial planner,None,Catholic
3300,23,Templeshy Street,Tony,Evans,41,Husband,Married,Male,"Education officer, community",None,Catholic
3301,24,Templeshy Street,Emily,Wood,83,Head,Married,Female,Retired Magazine journalist,None,Christian
3302,24,Templeshy Street,Marcus,Wood,84,Husband,Married,Male,"Retired Engineer, civil (contracting)",None,Christian
3303,25,Templeshy Street,Justin,Brennan,67,Head,Married,Male,"Social research officer, government",None,None
3304,25,Templeshy Street,Sophie,Brennan,66,Wife,Married,Female,Homeopath,None,None
